Gender,Degree,Course,Interests,Skills(Multiple),Working
Male,B.Tech,Electrical and electronic Engineering,Technology;Trading;Govt. Job;Infrastructure;Social causes,Critical Thinking;Business Knowledge;Analytical Skills;Risk management skills,site Engineer
Female,B.Tech,Electronics and Communication Engineering,Financial Analysis;Technology;Data analytics,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,Data analyst
Female,B.Tech,Electronics and Communication Engineering,Financial Analysis;Technology;Data analytics,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL,Associate consultant
Female,B.Sc,Computer Science Engineering,"Sales/Marketing, Technology, Entrepreneurship, Understand Human Behaviour","Python, Java, SQL, Oracle, Programming, Logical Skills, C++, Writing, Sales",Student (Unemployed)
Male,B.Tech,Electronics and communication Engineering,"Research, Technology, Entrepreneurship","Business Knowledge, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Team work, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Designing Skills, Subject Knowledge",Associate Engineer - DevOps
Male,B.Tech,Electrical and Electronics Engineering,Software Job,NO,associate Engineer
Male,B.E ,Automobile Engineering,Entrepreneurship,"Business Knowledge, Sales",Student (Unemployed)
Female,B.Tech,Computer Science Engineering,Technology,Programming Language skills;SQL;Java;Good communication skills,Associate consultant
Female,BE,Electronics and Communication Engineering,Research;Social Justice;Teaching;Technology;Web Designing;Content Writing;Data analytics;Game industry;Data scientist;Market reserach;Gardening,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;Python;SQL;Java;Hospitality;HR;MATLAB;Good communication skills,Data Science and Game Design Trainer
Male,BE,Electronics n Telecommunication,Financial Analysis;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;Presentation Skills;Python;Artificial Intelligence;Good communication skills;Teaching,I was working as Dean R n D
Female,BE,Electrical and Electronics Engineering,Technology,"SQL, Excel, Writing, Reporting, Reading, Building Rapport, Subject Knowledge",Computer Software Engineer
Male,BE,Mechanical Engineering,Technology,Analytical Skills;Leadership;Product knowledge;Designing skills;Python,NA
Male,M.Tech,Computer Science Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Analytical Skills;Machine Learning skills;Python;SQL;Cloud Computing,Software Engineer
Male,B.Tech,Computer Science Engineering,Technology;Data analytics,Programming Language skills;Analytical Skills;Machine Learning skills;Python,Data analyst
Male,B.Tech,Electrical and Electronics Engineering,Social Justice;Technology;Understand human behaviour;Data analytics;Game industry,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Python;Artificial Intelligence;SQL;Cloud Computing;MATLAB,ZIGNA AI PVT LTD
Male,BALLB,Law,Litigation & Legal service,Civil & Criminal Law,Corporate and Disputes Lawyer
Male,BE,Mechanical Engineering,Technology;Data analytics;Data scientist;Oil and Gas,Programming Language skills;Product knowledge;Risk management skills;Machine Learning skills;Python;Excel,Quality Assurances Engineer
Male,B.Tech,Mechanical Engineering,Research;Technology,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),CES-CAE- FEA Analyst
Male,B.Tech,Mechanical Engineering,Technology,NO,Qualitative Analyst
Male,B.Tech,Chemical Engineering,Industires,Problem Solving skills;Process Safety Management,Process Operations Engineer
Male,B.Tech,Bcom-Accounting,"Financial Analysis,Financial Law",Teamwork ;accounting ;business strategy; Team Management ;Marketing; strategic planning; financial analysis ;management; consulting ;budgeting; financial modelling;financial accounting ;Business Development ;corporate finance; financial reporting ;financial planning ;forecasting ;financial forecasting; financial metrics;accounts receivable; back reconciliation; business planning; business management; business analysis; managerial finance; financial structuring,Tax Consultant
Male,BBA,Sales & Marketing,"Sales/Marketing, Trading, Entrepreneurship","Active Listening, Critical Thinking, Gathering Informing, Business Knowledge, Leadership, Team work",TRI
Male,Master of journalism,Political science,News Coverage;Research;Content Writing;Govt. Job,Artistic/Creative Skills;People management;Communication skills;Mass Communication;Editing;Writing skills,Sub editor
Male,BBA ,Accountancy,Financial Analysis,"Accounting Skills, Python, Analytic Thinking, Gathering Informing, Business Knowledge, Cost Accounting, Sales",Student (Unemployed)
Male,B.E,Automobile Engineering,"News Coverage, Research, Sales/Marketing, Entrepreneurship","Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Product Knowledge, Cost Accounting, Wealth Management, Observation Skills, Risk Managing",Computer Software Engineer
Male,BE,Automobile Engineering,Technology,Team work,Mechanical Engineer
Male,BCA ,Computer Applications,"Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Critical Thinking, Gathering Informing, Java, Editing, Creativity Skills, Team work, Interpersonal Skills, Building Rapport",Software tester
Female,B.Sc,Agriculture,"Research, Teaching","Python, Excel, Presentation Skills, Writing, Subject Knowledge",Scientist
Male,BE,Mechanical Engineering,Industires;Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),Mechanical Design Engineer
Male,B.Arch,ArchitectureÃŠ,"Research, Sales/Marketing, Understand Human Behaviour, Architecture and construction ","Active Listening, AI, Critical Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Product Knowledge, Designing Skills, Architecture and Construction ",Junior Architect
Male,B.Sc,Mathematics,Financial Analysis;Research;Technology;Supply Chain Analysis,Critical Thinking;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,Assistant Professor
Male,B.Sc,Mathematics,"Financial Analysis, Technology","AI, ML, Python, Analytic Thinking, Tableau",Teacher
Prefer not to say,B.Sc,Mathematics,Teaching;Data analytics,Programming Language skills;Analytical Skills;Artificial Intelligence;SQL,Traning and Development
Male,B.Tech,Mechanical Engineering,Technology,"SQL, Oracle, Work under Pressure, Leadership, Editing, Cost Accounting, Creativity Skills, Market Study, Team work, Excel, Linux, Ccna",Data Engineer
Male,BA,Political Science,"Financial Analysis, Sales/Marketing, Trading","Accounting Skills, Gathering Informing, Business Knowledge, People Management",Real e-state agent
Male,B.Tech,Mechanical Engineering,Technology,"Analytic Thinking, Negotiation Skills, Team work",Business Analyst
Male,BE,Mechanical Engineering,Financial Analysis;Data analytics;Data scientist,Active Listening;Programming Language skills;Business Knowledge;Analytical Skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;Java,NA
Male,B.Com,Information Technology,Technology,"Communication Skills, Negotiation Skills, Leadership, Excel, Microsoft Windows, networking basic, Computer hardware, L3 printer",IT SUPPORT
Male,B.Com,Accounts,Financial Analysis;Sales/Marketing;Data analytics,Accounting Skills;Active Listening;Gathering Information;Business Knowledge;People management;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );SQL;Client management,NA
Male,B.Tech,Electrical and Electronics Engineering,Technology;Govt. Job;Web development;Service;Information Technology,Programming Language skills;Problem Solving skills;SQL;Java;Good communication skills,NA
Male,MBA,Human Resources,Research;Sales/Marketing;Teaching;Technology;Trading;Digital marketing;Market reserach;Compering,Active Listening;Hardware skills;Programming Language skills;Analytical Skills;People management;HR,Associative staff
Male,B.Tech,Electronics and Communication Engineering,Web Designing;Digital marketing;Industires;Design;Blockchain,Programming Language skills;Critical Thinking;Leadership;Machine Learning skills;MATLAB,Software Engineer
Male,B.Tech,Civil Engineering,Data Analyst,"Creativity Skills, Programming, Teamwork, Analytical Skills, Excel, Presentation Skills",Data Engineer
Male,BE,Electronics and Communication Engineering,Content Writing;Game industry;Digital marketing;Market reserach,Active Listening;Critical Thinking;Problem Solving skills;Writing skills;Teaching,Digital marketing executive
Female,B.Tech,Electronics and Communication Engineering,Data Analytics,"C, python, javascript",Software engineer
Male,B.Tech,Mathematics,Data analytics,Programming Language skills,NA
Male,BE,Mechanical Engineering,Financial Analysis,Critical Thinking;Negotiation skills;Writing skills,NA
Female,B.Tech,Mechanical Engineering,"Research, Product analysis ","Critical Thinking, Work under Pressure, Product Knowledge, Excel, Logical Skills, Presentation Skills, Problem Solving skills, Designing Skills",Mechanical Engineer
Male,BE,Data science,Technology;Trading;Data analytics;Data scientist;Information Technology,Leadership;Data Visualization skills( Power Bi/ Tableau );Python;SQL,NA
Female,B.Com,Commerce,Financial Analysis;Data analytics,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Mass Communication;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau ),Tax consultant
Male,B.E,Maths,"Technology, Trading","Accounting Skills, Python, Artistic skills, Communication Skills, Team work, Problem Solving skills, Writing, Designing Skills, Sales",Fruit business
Male,BE,Construction,Game industry,Editing,NA
Male,B.Tech,Electrical and Electronics Engineering,Data analytics,Analytical Skills;Editing;Python;MATLAB,NA
Male,BE,Automobile Engineering,"Financial Analysis, Technology, Entrepreneurship","Communication Skills, Team work",Data Engineer
Male,BA,Economics,Web Designing;Data analytics;Web development,Programming Language skills;Analytical Skills;Python;Good communication skills,NA
Female,B.Tech,Electrical and Electronics Engineering,Teaching,Problem Solving skills,Student (Unemployed)
Female,B.E,Electrical and Electronics Engineering,"Financial Analysis, Research, Teaching, Technology, Data Science","Active Listening, Python, SQL, Programming, People Management, Communication Skills, Work under Pressure, Leadership, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Wealth Management, C++, R, Problem Solving skills, Mass Communication, Writing, Observation Skills, Risk Managing, Reporting, Reading, Subject Knowledge",Student (Unemployed)
Female,B.Com,Commerce,"Financial Analysis, Research, Sales/Marketing, Take risk for Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Active Listening, Artistic skills, Business Knowledge, Programming, People Management, Communication Skills, Leadership, Editing, Cost Accounting, Team work, Excel, Interpersonal Skills, Wealth Management, Problem Solving skills, Writing, Reading, Designing Skills, Sales, Subject Knowledge",Student (Unemployed)
